9741A0F330DC2E8619B76A2597F308C37DBE30A2;Samsung Android
D6A6DCED4A85F24204BF9505CCC1FCE114CADB32;Spotify
A342C54603E6F4ECA5090B719ECD5FBFF6A5C700;Babel
FABA42561BE52057F670B4412FD513EF687CA47A;NordVPN
9CA5170F381919DFE0446FCDAB18B19A143B3163;Samsung Android
BA141746D704B96ED4DBC24D02D44BB2A3908512;Samsung Android
0E2385172276758754BAB44FD9C21BD181B19F2D;Samsung Apps
400109E567834ED13EA945D42EE4F75EF2E01E1F;Samsung Voice Service
F7C2FF875137F76CED91FC6ACE6C4C3795BA4CAD;Samsung Widget
AB3199C605D3683D8B0B5B25C4BE1EEE6A4E8524;Samsung Print Service
CF3181BE0FC4C2E0ACA7B777DBBB83DA54C9D1BE;Samsung
3D3A8FEF5A54C5FBD9D403222750A24260FEABEB;Google Play Services for Instant Apps
38918A453D07199354F8B19AF05EC6562CED5788;Google Android
A0BC09AF527B6397C7A9EF171D6CF76F757BECC3;Google Duo
BB0FFD37010B62873D50C8AD093B3F895C76980B;Google
9F591218C092CE2AE72AEB71C2EA00A7CBF20030;Google Files
443CB997718D0AC5162888BAE5E4724582862676;LinkedIn
7DC83CD2ABE833560C2896626E307041C0DF3A7A;Microsoft Office
05861FDE0CCACD6EEC8D91DB6E0F22C257748532;Microsoft
8A3C4B262D721ACD49A4BF97D5213199C86FA2B9;Facebook
7BA7EFE97151AFEB57103266B1200D85A805D7D6;Facebook
38A0F7D505FE18FEC64FBF343ECAAAF310DBD799;WhatsApp
C56FB7D591BA6704DF047FD98F535372FEA00211;Instagram
D7268D869BE7D87CB797E8F7449BF2451ED8019B;Netflix
40F3166BB567D3144BCA7DA466BB948B782270EA;Twitter
411C40B31F6D01DAC68D711DF99B6EAFEEC8E73B;Uber
025D5212BF3B5F5CDA6117A518721D70A94D84E0;Huawei
771807D1B8414D6989E7D8EF0B9797243B931F95;Skype
E261456FE878FA8EEE5EF60E865EB505E222629F;Adobe
C07A0B5EC6F01A5789C4BBF88A830360514F02C5;Adobe
5D77C4D8FE71648B6FC904E1BBFCB8809CD5AA40;Zoom
A00BB7D92E38909C2F6C04A80558890E52949CD9;Duo Linguo
9E93B3336C767C3ABA6FCC4DEADA9F179EE4A05B;Candy Crush
D67A8C3BE07403744EF8827071A939D395DCB248;Opera
5AF3C82BCDF98581F4BC98A5B86A41B30ED0C231;Lenovo
45989DC9AD8728C2AA9A82FA55503E34A8879374;Signal
47FF6BA97EFAAE9779356CBAD5BA15233E8DDB3A;Jitsi
661952A06057EA00574A835FA4F888DD533D9F68;TCL
51478EE26AC2E3C9620A152659770C6C8EBDD1CB;TCL
DA4552C02A37DD3C4D12354ED8D1506B33AA987A;TCL
109F7815F8FD7EA086174B1D486C169A315C47FF;Samsung
44DAC7484F42F01AEB9E6619DE33F944DB68382B;Samsung
24BB24C05E47E0AEFA68A58A766179D9B613A600;Google
C6AE382FFB7836E34B4F499D11A41FE0FE003CB8;Google
0980A12BE993528C19107BC21AD811478C63CEFC;Google
203997BC46B8792DC9747ABD230569071F9A0439;Google
E7CE8F6260945D1F25B7FDE186CFAE7F83A3A30F;Google
504DFE5F654AFC841695888F912E62DAB35872D7;Google
4EBDD02380F1FA0B6741491F0AF35625DBA76E9F;Google
E9FF11DC2D746A028B1AC59E63BC2C00503015EF;Google
FFBC3C753EB07172613B3D3C6C3B2AD538330E79;Google
6DDB6673E07F05A1BECE93343651AD167FADDC10;Google
29C647CBCC9A5FBD6C0C961E05712BD15352A1F5;Samsung
FD4122A2FFB4C0718D538866ECDA18BBCE7B1B15;Samsung
49F6BADB81D89A9E38D65DE76F09355071BD67E7;Snapchat
7B6DC7079C34739CE81159719FB5EB61D2A03225;Xiaomi
37834B34C217F19D193208C0B5B0FF429679EB1F;Xiaomi
B3D1CE9C2C6403E9685324BCD57F677B13A53174;Xiaomi
FFFEBF52B8979D377AFFE671F9539CAB10361BBD;Xiaomi
23527EF30C2EB107DC50D2800794B5D58E6067FC;OnePlus
8C2E44F5C2C0212E90548A7288DFAC574DEC269F;OnePlus
8976387033A43C955F38AA54C91521C9F659361B;OnePlus
CA821DBECD45ACCCCB36E8C43521AFEB0C0628D8;OnePlus
9723E5838612E9C7C08CA2C6573B6026D7A51F8F;Telegram
330DF1D4F77968C397FF53D444089BB46DC330F1;Sony
80D0156E14EFA9B2BE949ACC1791720CC58CB6E3;Sony
0BCDFA052515AA55D915D65D6BAA3159201DDC50;Oppo
57A1BC09A1829E6E1C63A793643AC06799213663;Oppo
AE203B531B1053A5A00B78758454CF52441926EB;Oppo
